[opt] evaluating low-fidelity baseline candidate
[sim] emission 1/72 (count=  1.4%, route=  0.0%) time=2026-02-09T18:00:00+00:00 elapsed=   0.00m eta=  11.83m | aircraft lat=+44.8848 lon= -93.2223 alt=16500.0m ( 54133.9ft) speed= 425.4m/s ( 826.8kt) mach=1.25 eff_mach=1.375 | mode=takeoff_climb | atmo T=214.90K RH=  1.1% p=  95.52hPa c=293.88m/s w_proj=+15.55m/s c_eff=309.42m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.9 cutoff=no terminal_alt=[  -50.3,32733.9]m
[sim] emission 46/72 (count= 63.9%, route= 22.4%) time=2026-02-09T18:07:30+00:00 elapsed=   7.50m eta=   4.33m | aircraft lat=+44.2774 lon= -90.9757 alt=16848.0m ( 55275.4ft) speed= 409.2m/s ( 795.3kt) mach=1.20 eff_mach=1.319 | mode=enroute | atmo T=213.51K RH=  1.1% p=  90.57hPa c=292.92m/s w_proj=+17.34m/s c_eff=310.26m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +7.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.9 cutoff=no terminal_alt=[  -35.4,32636.4]m
[sim] emission 47/72 (count= 65.3%, route= 22.9%) time=2026-02-09T18:07:40+00:00 elapsed=   7.67m eta=   4.17m | aircraft lat=+44.2640 lon= -90.9259 alt=16842.7m ( 55258.1ft) speed= 409.2m/s ( 795.3kt) mach=1.20 eff_mach=1.319 | mode=enroute | atmo T=213.45K RH=  1.1% p=  90.64hPa c=292.88m/s w_proj=+17.40m/s c_eff=310.28m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +7.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.9 cutoff=no terminal_alt=[  -35.9,32825.7]m
[sim] emission 48/72 (count= 66.7%, route= 23.4%) time=2026-02-09T18:07:50+00:00 elapsed=   7.83m eta=   4.00m | aircraft lat=+44.2505 lon= -90.8760 alt=16838.5m ( 55244.4ft) speed= 409.2m/s ( 795.3kt) mach=1.20 eff_mach=1.319 | mode=enroute | atmo T=213.41K RH=  1.2% p=  90.69hPa c=292.86m/s w_proj=+17.39m/s c_eff=310.25m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +7.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.2 cutoff=no terminal_alt=[  -17.6,32699.9]m
[sim] emission 49/72 (count= 68.1%, route= 23.9%) time=2026-02-09T18:08:00+00:00 elapsed=   8.00m eta=   3.83m | aircraft lat=+44.2370 lon= -90.8261 alt=16835.7m ( 55235.3ft) speed= 409.1m/s ( 795.3kt) mach=1.20 eff_mach=1.319 | mode=enroute | atmo T=213.42K RH=  1.2% p=  90.72hPa c=292.86m/s w_proj=+17.42m/s c_eff=310.27m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.2 cutoff=no terminal_alt=[  -14.8,32774.1]m
[sim] emission 50/72 (count= 69.4%, route= 24.4%) time=2026-02-09T18:08:10+00:00 elapsed=   8.17m eta=   3.67m | aircraft lat=+44.2235 lon= -90.7763 alt=16834.5m ( 55231.4ft) speed= 409.2m/s ( 795.4kt) mach=1.20 eff_mach=1.319 | mode=enroute | atmo T=213.35K RH=  1.2% p=  90.73hPa c=292.81m/s w_proj=+17.42m/s c_eff=310.24m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.6 cutoff=no terminal_alt=[  -14.0,32687.7]m
[sim] emission 51/72 (count= 70.8%, route= 24.9%) time=2026-02-09T18:08:20+00:00 elapsed=   8.33m eta=   3.50m | aircraft lat=+44.2100 lon= -90.7265 alt=16835.1m ( 55233.3ft) speed= 409.1m/s ( 795.3kt) mach=1.20 eff_mach=1.319 | mode=enroute | atmo T=213.31K RH=  1.2% p=  90.72hPa c=292.79m/s w_proj=+17.49m/s c_eff=310.28m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.2 cutoff=no terminal_alt=[  -20.9,32762.7]m
[sim] emission 52/72 (count= 72.2%, route= 25.4%) time=2026-02-09T18:08:30+00:00 elapsed=   8.50m eta=   3.33m | aircraft lat=+44.1965 lon= -90.6767 alt=16837.6m ( 55241.5ft) speed= 409.2m/s ( 795.4kt) mach=1.20 eff_mach=1.319 | mode=enroute | atmo T=213.27K RH=  1.2% p=  90.67hPa c=292.76m/s w_proj=+17.54m/s c_eff=310.29m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.8 cutoff=no terminal_alt=[  -20.1,32660.8]m
[sim] emission 53/72 (count= 73.6%, route= 25.9%) time=2026-02-09T18:08:40+00:00 elapsed=   8.67m eta=   3.17m | aircraft lat=+44.1830 lon= -90.6269 alt=16842.2m ( 55256.5ft) speed= 409.2m/s ( 795.4kt) mach=1.20 eff_mach=1.319 | mode=enroute | atmo T=213.27K RH=  1.2% p=  90.60hPa c=292.76m/s w_proj=+17.57m/s c_eff=310.33m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.4 cutoff=no terminal_alt=[  -38.0,32779.1]m
[sim] emission 54/72 (count= 75.0%, route= 26.4%) time=2026-02-09T18:08:50+00:00 elapsed=   8.83m eta=   3.00m | aircraft lat=+44.1694 lon= -90.5771 alt=16848.9m ( 55278.6ft) speed= 409.2m/s ( 795.4kt) mach=1.20 eff_mach=1.319 | mode=enroute | atmo T=213.27K RH=  1.2% p=  90.50hPa c=292.75m/s w_proj=+17.55m/s c_eff=310.30m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.2 cutoff=no terminal_alt=[  -17.8,32811.9]m
[sim] emission 55/72 (count= 76.4%, route= 26.9%) time=2026-02-09T18:09:00+00:00 elapsed=   9.00m eta=   2.83m | aircraft lat=+44.1558 lon= -90.5273 alt=16857.9m ( 55308.2ft) speed= 409.2m/s ( 795.4kt) mach=1.20 eff_mach=1.318 | mode=enroute | atmo T=213.16K RH=  1.2% p=  90.36hPa c=292.68m/s w_proj=+17.70m/s c_eff=310.38m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  96.0 cutoff=no terminal_alt=[  -14.7,32726.2]m
[sim] emission 56/72 (count= 77.8%, route= 27.4%) time=2026-02-09T18:09:10+00:00 elapsed=   9.17m eta=   2.67m | aircraft lat=+44.1422 lon= -90.4776 alt=16869.3m ( 55345.5ft) speed= 409.2m/s ( 795.4kt) mach=1.20 eff_mach=1.319 | mode=enroute | atmo T=213.15K RH=  1.2% p=  90.20hPa c=292.68m/s w_proj=+17.66m/s c_eff=310.34m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  96.1 cutoff=no terminal_alt=[  -14.5,32659.2]m
[sim] emission 57/72 (count= 79.2%, route= 27.9%) time=2026-02-09T18:09:20+00:00 elapsed=   9.33m eta=   2.50m | aircraft lat=+44.1286 lon= -90.4279 alt=16879.2m ( 55377.9ft) speed= 409.2m/s ( 795.4kt) mach=1.20 eff_mach=1.318 | mode=enroute | atmo T=213.13K RH=  1.2% p=  90.06hPa c=292.66m/s w_proj=+17.76m/s c_eff=310.42m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  96.2 cutoff=no terminal_alt=[  -14.1,32751.4]m
[sim] emission 58/72 (count= 80.6%, route= 28.4%) time=2026-02-09T18:09:30+00:00 elapsed=   9.50m eta=   2.33m | aircraft lat=+44.1151 lon= -90.3781 alt=16883.9m ( 55393.5ft) speed= 409.2m/s ( 795.5kt) mach=1.20 eff_mach=1.318 | mode=enroute | atmo T=213.19K RH=  1.2% p=  89.99hPa c=292.71m/s w_proj=+17.83m/s c_eff=310.53m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.5 cutoff=no terminal_alt=[  -36.8,32662.5]m
[sim] emission 59/72 (count= 81.9%, route= 28.9%) time=2026-02-09T18:09:40+00:00 elapsed=   9.67m eta=   2.17m | aircraft lat=+44.1016 lon= -90.3283 alt=16884.7m ( 55396.0ft) speed= 409.3m/s ( 795.5kt) mach=1.20 eff_mach=1.318 | mode=enroute | atmo T=213.19K RH=  1.2% p=  89.97hPa c=292.71m/s w_proj=+17.89m/s c_eff=310.59m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.1 cutoff=no terminal_alt=[  -20.8,32834.4]m
[sim] emission 60/72 (count= 83.3%, route= 29.4%) time=2026-02-09T18:09:50+00:00 elapsed=   9.83m eta=   2.00m | aircraft lat=+44.0882 lon= -90.2784 alt=16882.5m ( 55388.7ft) speed= 409.3m/s ( 795.6kt) mach=1.20 eff_mach=1.317 | mode=enroute | atmo T=213.26K RH=  1.2% p=  90.00hPa c=292.75m/s w_proj=+18.02m/s c_eff=310.77m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.5 cutoff=no terminal_alt=[   -6.2,32850.6]m
[sim] emission 61/72 (count= 84.7%, route= 29.9%) time=2026-02-09T18:10:00+00:00 elapsed=  10.00m eta=   1.83m | aircraft lat=+44.0747 lon= -90.2286 alt=16878.1m ( 55374.4ft) speed= 409.3m/s ( 795.7kt) mach=1.20 eff_mach=1.317 | mode=enroute | atmo T=213.26K RH=  1.2% p=  90.06hPa c=292.75m/s w_proj=+18.09m/s c_eff=310.85m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.2 cutoff=no terminal_alt=[  -26.2,32811.4]m
[sim] emission 62/72 (count= 86.1%, route= 30.4%) time=2026-02-09T18:10:10+00:00 elapsed=  10.17m eta=   1.67m | aircraft lat=+44.0613 lon= -90.1787 alt=16872.4m ( 55355.5ft) speed= 409.3m/s ( 795.7kt) mach=1.20 eff_mach=1.316 | mode=enroute | atmo T=213.33K RH=  1.2% p=  90.15hPa c=292.80m/s w_proj=+18.26m/s c_eff=311.05m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.2 cutoff=no terminal_alt=[  -26.9,32847.3]m
[sim] emission 63/72 (count= 87.5%, route= 30.9%) time=2026-02-09T18:10:20+00:00 elapsed=  10.33m eta=   1.50m | aircraft lat=+44.0479 lon= -90.1289 alt=16865.8m ( 55334.0ft) speed= 409.4m/s ( 795.9kt) mach=1.20 eff_mach=1.316 | mode=enroute | atmo T=213.37K RH=  1.2% p=  90.24hPa c=292.82m/s w_proj=+18.33m/s c_eff=311.15m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.5 cutoff=no terminal_alt=[  -37.7,32627.1]m
[sim] emission 64/72 (count= 88.9%, route= 31.4%) time=2026-02-09T18:10:30+00:00 elapsed=  10.50m eta=   1.33m | aircraft lat=+44.0345 lon= -90.0790 alt=16859.0m ( 55311.5ft) speed= 409.5m/s ( 795.9kt) mach=1.20 eff_mach=1.315 | mode=enroute | atmo T=213.43K RH=  1.2% p=  90.33hPa c=292.87m/s w_proj=+18.41m/s c_eff=311.28m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts= 100.2 cutoff=no terminal_alt=[  -25.9,32879.0]m
[sim] emission 65/72 (count= 90.3%, route= 31.9%) time=2026-02-09T18:10:40+00:00 elapsed=  10.67m eta=   1.17m | aircraft lat=+44.0211 lon= -90.0291 alt=16852.3m ( 55289.7ft) speed= 409.5m/s ( 796.0kt) mach=1.20 eff_mach=1.315 | mode=enroute | atmo T=213.47K RH=  1.1% p=  90.43hPa c=292.90m/s w_proj=+18.56m/s c_eff=311.45m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.8 cutoff=no terminal_alt=[  -28.4,32907.3]m
[sim] emission 66/72 (count= 91.7%, route= 32.4%) time=2026-02-09T18:10:50+00:00 elapsed=  10.83m eta=   1.00m | aircraft lat=+44.0076 lon= -89.9792 alt=16846.2m ( 55269.8ft) speed= 409.6m/s ( 796.1kt) mach=1.20 eff_mach=1.315 | mode=enroute | atmo T=213.52K RH=  1.1% p=  90.51hPa c=292.93m/s w_proj=+18.59m/s c_eff=311.52m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  99.6 cutoff=no terminal_alt=[  -37.0,32932.3]m
[sim] emission 67/72 (count= 93.1%, route= 32.9%) time=2026-02-09T18:11:00+00:00 elapsed=  11.00m eta=   0.83m | aircraft lat=+43.9942 lon= -89.9293 alt=16841.1m ( 55252.9ft) speed= 409.6m/s ( 796.1kt) mach=1.20 eff_mach=1.314 | mode=enroute | atmo T=213.60K RH=  1.1% p=  90.59hPa c=292.98m/s w_proj=+18.70m/s c_eff=311.69m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  99.5 cutoff=no terminal_alt=[  -40.0,32940.8]m
[sim] emission 68/72 (count= 94.4%, route= 33.4%) time=2026-02-09T18:11:10+00:00 elapsed=  11.17m eta=   0.67m | aircraft lat=+43.9807 lon= -89.8795 alt=16837.1m ( 55239.8ft) speed= 409.6m/s ( 796.3kt) mach=1.20 eff_mach=1.314 | mode=enroute | atmo T=213.64K RH=  1.1% p=  90.64hPa c=293.01m/s w_proj=+18.74m/s c_eff=311.75m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.1 cutoff=no terminal_alt=[  -24.7,32911.6]m
[sim] emission 69/72 (count= 95.8%, route= 33.9%) time=2026-02-09T18:11:20+00:00 elapsed=  11.33m eta=   0.50m | aircraft lat=+43.9672 lon= -89.8296 alt=16834.6m ( 55231.5ft) speed= 409.6m/s ( 796.3kt) mach=1.20 eff_mach=1.314 | mode=enroute | atmo T=213.68K RH=  1.1% p=  90.67hPa c=293.04m/s w_proj=+18.76m/s c_eff=311.79m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  99.5 cutoff=no terminal_alt=[  -38.0,32913.6]m
[sim] emission 70/72 (count= 97.2%, route= 34.4%) time=2026-02-09T18:11:30+00:00 elapsed=  11.50m eta=   0.33m | aircraft lat=+43.9537 lon= -89.7797 alt=16833.7m ( 55228.6ft) speed= 409.7m/s ( 796.3kt) mach=1.20 eff_mach=1.314 | mode=enroute | atmo T=213.74K RH=  1.1% p=  90.69hPa c=293.08m/s w_proj=+18.78m/s c_eff=311.85m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  99.4 cutoff=no terminal_alt=[  -45.6,32895.7]m
[sim] emission 71/72 (count= 98.6%, route= 35.0%) time=2026-02-09T18:11:40+00:00 elapsed=  11.67m eta=   0.17m | aircraft lat=+43.9402 lon= -89.7299 alt=16834.6m ( 55231.6ft) speed= 409.7m/s ( 796.4kt) mach=1.20 eff_mach=1.314 | mode=enroute | atmo T=213.73K RH=  1.1% p=  90.68hPa c=293.08m/s w_proj=+18.80m/s c_eff=311.88m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts= 100.9 cutoff=no terminal_alt=[  -45.5,32875.8]m
[sim] emission 72/72 (count=100.0%, route= 35.5%) time=2026-02-09T18:11:50+00:00 elapsed=  11.83m eta=   0.00m | aircraft lat=+43.9267 lon= -89.6801 alt=16837.5m ( 55241.1ft) speed= 409.7m/s ( 796.4kt) mach=1.20 eff_mach=1.313 | mode=enroute | atmo T=213.79K RH=  1.1% p=  90.64hPa c=293.11m/s w_proj=+18.79m/s c_eff=311.90m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.0 cutoff=no terminal_alt=[  -37.7,32852.0]m
[sim] stop reason=max_emissions_reached emissions=72 distance_to_destination=550,447.5 m
[sim] population dataset='bundled:us_metro_population_sample.csv' total=7,400,000 exposed=0 area=9,106.0 km^2
[opt] low-fidelity evaluate cand_0001 (generation=1)
[sim] emission 1/72 (count=  1.4%, route=  0.0%) time=2026-02-09T18:00:00+00:00 elapsed=   0.00m eta=  11.83m | aircraft lat=+44.8848 lon= -93.2223 alt=16500.0m ( 54133.9ft) speed= 421.2m/s ( 818.7kt) mach=1.24 eff_mach=1.361 | mode=takeoff_climb | atmo T=214.90K RH=  1.1% p=  95.52hPa c=293.88m/s w_proj=+15.55m/s c_eff=309.42m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.1 cutoff=no terminal_alt=[   -3.1,32678.1]m
[sim] emission 2/72 (count=  2.8%, route=  0.5%) time=2026-02-09T18:00:10+00:00 elapsed=   0.17m eta=  11.67m | aircraft lat=+44.8715 lon= -93.1728 alt=16500.1m ( 54134.1ft) speed= 401.0m/s ( 779.5kt) mach=1.18 eff_mach=1.296 | mode=takeoff_climb | atmo T=214.86K RH=  1.1% p=  95.53hPa c=293.85m/s w_proj=+15.65m/s c_eff=309.50m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  96.0 cutoff=no terminal_alt=[  -45.1,32689.4]m
[sim] emission 3/72 (count=  4.2%, route=  1.0%) time=2026-02-09T18:00:20+00:00 elapsed=   0.33m eta=  11.50m | aircraft lat=+44.8581 lon= -93.1228 alt=16500.1m ( 54134.3ft) speed= 407.7m/s ( 792.5kt) mach=1.20 eff_mach=1.317 | mode=takeoff_climb | atmo T=214.81K RH=  1.1% p=  95.53hPa c=293.81m/s w_proj=+15.64m/s c_eff=309.46m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.9 cutoff=no terminal_alt=[  -27.3,32679.1]m
[sim] emission 4/72 (count=  5.6%, route=  1.5%) time=2026-02-09T18:00:30+00:00 elapsed=   0.50m eta=  11.33m | aircraft lat=+44.8447 lon= -93.0731 alt=16565.5m ( 54348.7ft) speed= 405.5m/s ( 788.2kt) mach=1.19 eff_mach=1.311 | mode=takeoff_climb | atmo T=214.80K RH=  1.1% p=  94.62hPa c=293.80m/s w_proj=+15.56m/s c_eff=309.36m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.8 cutoff=no terminal_alt=[  -11.5,32684.4]m
[sim] emission 5/72 (count=  6.9%, route=  2.0%) time=2026-02-09T18:00:40+00:00 elapsed=   0.67m eta=  11.17m | aircraft lat=+44.8313 lon= -93.0233 alt=16621.4m ( 54532.0ft) speed= 406.2m/s ( 789.5kt) mach=1.19 eff_mach=1.314 | mode=takeoff_climb | atmo T=214.68K RH=  1.1% p=  93.84hPa c=293.72m/s w_proj=+15.48m/s c_eff=309.20m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.0 cutoff=no terminal_alt=[  -21.7,32616.9]m
[sim] emission 6/72 (count=  8.3%, route=  2.5%) time=2026-02-09T18:00:50+00:00 elapsed=   0.83m eta=  11.00m | aircraft lat=+44.8180 lon= -92.9736 alt=16669.1m ( 54688.8ft) speed= 405.9m/s ( 788.9kt) mach=1.19 eff_mach=1.313 | mode=takeoff_climb | atmo T=214.66K RH=  1.1% p=  93.18hPa c=293.71m/s w_proj=+15.41m/s c_eff=309.12m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.0 cutoff=no terminal_alt=[  -37.4,32626.9]m
[sim] emission 7/72 (count=  9.7%, route=  3.0%) time=2026-02-09T18:01:00+00:00 elapsed=   1.00m eta=  10.83m | aircraft lat=+44.8046 lon= -92.9240 alt=16710.0m ( 54822.7ft) speed= 405.9m/s ( 789.1kt) mach=1.19 eff_mach=1.314 | mode=takeoff_climb | atmo T=214.57K RH=  1.1% p=  92.60hPa c=293.65m/s w_proj=+15.35m/s c_eff=308.99m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  96.8 cutoff=no terminal_alt=[  -15.0,32639.3]m
[sim] emission 8/72 (count= 11.1%, route=  3.5%) time=2026-02-09T18:01:10+00:00 elapsed=   1.17m eta=  10.67m | aircraft lat=+44.7912 lon= -92.8743 alt=16744.9m ( 54937.3ft) speed= 405.9m/s ( 788.9kt) mach=1.19 eff_mach=1.314 | mode=takeoff_climb | atmo T=214.55K RH=  1.1% p=  92.12hPa c=293.64m/s w_proj=+15.27m/s c_eff=308.91m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.8 cutoff=no terminal_alt=[  -23.1,32660.2]m
[sim] emission 9/72 (count= 12.5%, route=  3.9%) time=2026-02-09T18:01:20+00:00 elapsed=   1.33m eta=  10.50m | aircraft lat=+44.7778 lon= -92.8247 alt=16774.7m ( 55035.2ft) speed= 405.8m/s ( 788.9kt) mach=1.19 eff_mach=1.314 | mode=takeoff_climb | atmo T=214.42K RH=  1.1% p=  91.69hPa c=293.54m/s w_proj=+15.25m/s c_eff=308.79m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.1 cutoff=no terminal_alt=[  -19.3,32671.8]m
[sim] emission 10/72 (count= 13.9%, route=  4.4%) time=2026-02-09T18:01:30+00:00 elapsed=   1.50m eta=  10.33m | aircraft lat=+44.7644 lon= -92.7751 alt=16788.2m ( 55079.4ft) speed= 405.8m/s ( 788.8kt) mach=1.19 eff_mach=1.314 | mode=enroute | atmo T=214.39K RH=  1.1% p=  91.49hPa c=293.53m/s w_proj=+15.27m/s c_eff=308.80m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.2 cutoff=no terminal_alt=[  -32.2,32734.1]m
[sim] emission 11/72 (count= 15.3%, route=  4.9%) time=2026-02-09T18:01:40+00:00 elapsed=   1.67m eta=  10.17m | aircraft lat=+44.7510 lon= -92.7255 alt=16794.9m ( 55101.4ft) speed= 405.8m/s ( 788.8kt) mach=1.19 eff_mach=1.314 | mode=enroute | atmo T=214.37K RH=  1.1% p=  91.39hPa c=293.51m/s w_proj=+15.28m/s c_eff=308.79m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.5 cutoff=no terminal_alt=[  -14.9,32753.8]m
[sim] emission 12/72 (count= 16.7%, route=  5.4%) time=2026-02-09T18:01:50+00:00 elapsed=   1.83m eta=  10.00m | aircraft lat=+44.7375 lon= -92.6759 alt=16802.4m ( 55125.9ft) speed= 405.8m/s ( 788.8kt) mach=1.19 eff_mach=1.314 | mode=enroute | atmo T=214.26K RH=  1.1% p=  91.28hPa c=293.44m/s w_proj=+15.36m/s c_eff=308.79m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +1.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  91.8 cutoff=no terminal_alt=[  -29.0,32751.5]m
[sim] emission 13/72 (count= 18.1%, route=  5.9%) time=2026-02-09T18:02:00+00:00 elapsed=   2.00m eta=   9.83m | aircraft lat=+44.7241 lon= -92.6264 alt=16810.9m ( 55154.0ft) speed= 405.8m/s ( 788.8kt) mach=1.19 eff_mach=1.314 | mode=enroute | atmo T=214.21K RH=  1.1% p=  91.15hPa c=293.40m/s w_proj=+15.37m/s c_eff=308.77m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.6 cutoff=no terminal_alt=[  -29.3,32673.3]m
[sim] emission 14/72 (count= 19.4%, route=  6.4%) time=2026-02-09T18:02:10+00:00 elapsed=   2.17m eta=   9.67m | aircraft lat=+44.7106 lon= -92.5769 alt=16820.8m ( 55186.5ft) speed= 405.8m/s ( 788.8kt) mach=1.19 eff_mach=1.314 | mode=enroute | atmo T=214.13K RH=  1.1% p=  91.01hPa c=293.35m/s w_proj=+15.41m/s c_eff=308.75m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.4 cutoff=no terminal_alt=[  -30.5,32665.4]m
[sim] emission 15/72 (count= 20.8%, route=  6.9%) time=2026-02-09T18:02:20+00:00 elapsed=   2.33m eta=   9.50m | aircraft lat=+44.6971 lon= -92.5274 alt=16832.2m ( 55223.9ft) speed= 405.8m/s ( 788.8kt) mach=1.19 eff_mach=1.314 | mode=enroute | atmo T=214.11K RH=  1.1% p=  90.85hPa c=293.33m/s w_proj=+15.46m/s c_eff=308.79m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.2 cutoff=no terminal_alt=[  -27.8,32707.5]m
[sim] emission 16/72 (count= 22.2%, route=  7.4%) time=2026-02-09T18:02:30+00:00 elapsed=   2.50m eta=   9.33m | aircraft lat=+44.6836 lon= -92.4779 alt=16845.4m ( 55267.0ft) speed= 405.8m/s ( 788.8kt) mach=1.19 eff_mach=1.314 | mode=enroute | atmo T=214.05K RH=  1.1% p=  90.67hPa c=293.29m/s w_proj=+15.53m/s c_eff=308.82m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.6 cutoff=no terminal_alt=[  -18.2,32707.0]m
[sim] emission 17/72 (count= 23.6%, route=  7.9%) time=2026-02-09T18:02:40+00:00 elapsed=   2.67m eta=   9.17m | aircraft lat=+44.6700 lon= -92.4284 alt=16859.3m ( 55312.6ft) speed= 405.8m/s ( 788.8kt) mach=1.19 eff_mach=1.314 | mode=enroute | atmo T=214.04K RH=  1.2% p=  90.48hPa c=293.28m/s w_proj=+15.57m/s c_eff=308.85m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.4 cutoff=no terminal_alt=[  -28.1,32678.4]m
[sim] emission 18/72 (count= 25.0%, route=  8.4%) time=2026-02-09T18:02:50+00:00 elapsed=   2.83m eta=   9.00m | aircraft lat=+44.6562 lon= -92.3790 alt=16865.4m ( 55332.6ft) speed= 405.8m/s ( 788.9kt) mach=1.19 eff_mach=1.314 | mode=enroute | atmo T=214.03K RH=  1.2% p=  90.39hPa c=293.28m/s w_proj=+15.57m/s c_eff=308.85m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +2.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.2 cutoff=no terminal_alt=[   -0.6,32819.8]m
